ID,Trips_Per_Day,Distance_Travelled_PassengerKm_Per_Day,Time_Travelled_Minutes_Per_Day,Trips_Per_Year,Distance_Travelled_PassengerKm_Per_Year,Time_Travelled_Hours_Per_Year,TravelMotives,Population,TravelModes,Margins,RegionCharacteristics,Period
12406,0.05,1.18,1.52,20.0,430.0,9.3,"Travel to/from work, (non)-daily commute",Population: 12 years or older,Other,Value,Not urbanised,2022
12407,0.04,0.81,0.96,14.0,295.0,5.9,"Travel to/from work, (non)-daily commute",Population: 12 years or older,Other,Value,Not urbanised,2023
12672,0.07,2.2,2.62,25.0,802.0,15.9,Professionally,Population 6 years or older,Total,Value,The Netherlands,2018
12673,0.11,3.27,3.98,39.0,1195.0,24.2,Professionally,Population 6 years or older,Total,Value,The Netherlands,2019
12674,0.07,1.85,2.33,26.0,677.0,14.2,Professionally,Population 6 years or older,Total,Value,The Netherlands,2020
12675,0.08,1.93,2.51,28.0,705.0,15.3,Professionally,Population 6 years or older,Total,Value,The Netherlands,2021
12676,0.08,2.08,2.71,30.0,759.0,16.5,Professionally,Population 6 years or older,Total,Value,The Netherlands,2022
12677,0.09,2.25,2.92,31.0,821.0,17.8,Professionally,Population 6 years or older,Total,Value,The Netherlands,2023
12678,0.07,1.92,2.12,24.0,700.0,12.9,Professionally,Population 6 years or older,Total,Value,Noord-Nederland (LD),2018
12679,0.1,3.43,3.82,37.0,1253.0,23.3,Professionally,Population 6 years or older,Total,Value,Noord-Nederland (LD),2019
12680,0.09,2.47,2.76,34.0,904.0,16.8,Professionally,Population 6 years or older,Total,Value,Noord-Nederland (LD),2020
12681,0.07,1.94,2.36,27.0,707.0,14.3,Professionally,Population 6 years or older,Total,Value,Noord-Nederland (LD),2021
12682,0.1,2.78,3.39,36.0,1014.0,20.6,Professionally,Population 6 years or older,Total,Value,Noord-Nederland (LD),2022
12683,0.09,2.64,3.01,33.0,964.0,18.3,Professionally,Population 6 years or older,Total,Value,Noord-Nederland (LD),2023
12684,0.07,2.48,2.84,27.0,905.0,17.3,Professionally,Population 6 years or older,Total,Value,Oost-Nederland (LD),2018
12685,0.12,4.02,4.6,43.0,1467.0,28.0,Professionally,Population 6 years or older,Total,Value,Oost-Nederland (LD),2019
12686,0.08,2.15,2.78,29.0,788.0,16.9,Professionally,Population 6 years or older,Total,Value,Oost-Nederland (LD),2020
12687,0.09,2.35,2.94,31.0,858.0,17.9,Professionally,Population 6 years or older,Total,Value,Oost-Nederland (LD),2021
12688,0.08,2.26,2.71,31.0,823.0,16.5,Professionally,Population 6 years or older,Total,Value,Oost-Nederland (LD),2022
12689,0.09,2.81,3.46,34.0,1027.0,21.0,Professionally,Population 6 years or older,Total,Value,Oost-Nederland (LD),2023
12690,0.07,1.98,2.54,24.0,721.0,15.5,Professionally,Population 6 years or older,Total,Value,West-Nederland (LD),2018
12691,0.1,3.12,3.98,38.0,1139.0,24.2,Professionally,Population 6 years or older,Total,Value,West-Nederland (LD),2019
12692,0.07,1.66,2.17,24.0,607.0,13.2,Professionally,Population 6 years or older,Total,Value,West-Nederland (LD),2020
12693,0.07,1.59,2.29,26.0,581.0,13.9,Professionally,Population 6 years or older,Total,Value,West-Nederland (LD),2021
12694,0.08,1.89,2.64,28.0,691.0,16.1,Professionally,Population 6 years or older,Total,Value,West-Nederland (LD),2022
12695,0.08,2.01,2.79,29.0,735.0,17.0,Professionally,Population 6 years or older,Total,Value,West-Nederland (LD),2023
12696,0.07,2.54,2.81,27.0,928.0,17.1,Professionally,Population 6 years or older,Total,Value,Zuid-Nederland (LD),2018
12697,0.11,2.81,3.44,39.0,1026.0,21.0,Professionally,Population 6 years or older,Total,Value,Zuid-Nederland (LD),2019
12698,0.07,1.69,2.03,26.0,620.0,12.4,Professionally,Population 6 years or older,Total,Value,Zuid-Nederland (LD),2020
12699,0.08,2.28,2.65,30.0,832.0,16.1,Professionally,Population 6 years or older,Total,Value,Zuid-Nederland (LD),2021
12700,0.08,1.99,2.56,30.0,728.0,15.6,Professionally,Population 6 years or older,Total,Value,Zuid-Nederland (LD),2022
12701,0.09,2.04,2.63,33.0,744.0,16.0,Professionally,Population 6 years or older,Total,Value,Zuid-Nederland (LD),2023
12703,0.09,2.68,3.11,34.0,979.0,18.9,Professionally,Population 6 years or older,Total,Value,Groningen (PV),2019
12704,0.09,2.6,2.87,32.0,951.0,17.5,Professionally,Population 6 years or older,Total,Value,Groningen (PV),2020
12705,0.07,1.86,2.2,26.0,677.0,13.4,Professionally,Population 6 years or older,Total,Value,Groningen (PV),2021
12707,0.07,1.63,2.42,26.0,596.0,14.7,Professionally,Population 6 years or older,Total,Value,Groningen (PV),2023
12708,0.06,1.67,1.89,22.0,610.0,11.5,Professionally,Population 6 years or older,Total,Value,Fryslân (PV),2018
12709,0.1,4.39,4.55,37.0,1602.0,27.7,Professionally,Population 6 years or older,Total,Value,Fryslân (PV),2019
12710,0.11,2.6,2.92,40.0,952.0,17.8,Professionally,Population 6 years or older,Total,Value,Fryslân (PV),2020
12711,0.09,2.11,2.77,31.0,771.0,16.8,Professionally,Population 6 years or older,Total,Value,Fryslân (PV),2021
12712,0.11,2.57,3.37,40.0,937.0,20.5,Professionally,Population 6 years or older,Total,Value,Fryslân (PV),2022
12713,0.11,3.12,3.34,40.0,1139.0,20.3,Professionally,Population 6 years or older,Total,Value,Fryslân (PV),2023
12714,0.07,2.4,2.34,25.0,877.0,14.3,Professionally,Population 6 years or older,Total,Value,Drenthe (PV),2018
12715,0.11,3.07,3.71,40.0,1119.0,22.6,Professionally,Population 6 years or older,Total,Value,Drenthe (PV),2019
12716,0.08,2.14,2.42,28.0,784.0,14.8,Professionally,Population 6 years or older,Total,Value,Drenthe (PV),2020
12718,0.09,2.84,3.29,34.0,1035.0,20.0,Professionally,Population 6 years or older,Total,Value,Drenthe (PV),2022
12719,0.09,3.21,3.26,34.0,1172.0,19.8,Professionally,Population 6 years or older,Total,Value,Drenthe (PV),2023
12720,0.08,2.52,2.87,28.0,919.0,17.5,Professionally,Population 6 years or older,Total,Value,Overijssel (PV),2018
12721,0.11,3.65,3.98,39.0,1334.0,24.2,Professionally,Population 6 years or older,Total,Value,Overijssel (PV),2019
12722,0.08,2.18,3.14,29.0,798.0,19.1,Professionally,Population 6 years or older,Total,Value,Overijssel (PV),2020
12723,0.08,2.28,3.07,30.0,833.0,18.7,Professionally,Population 6 years or older,Total,Value,Overijssel (PV),2021
12724,0.09,2.47,3.01,33.0,901.0,18.3,Professionally,Population 6 years or older,Total,Value,Overijssel (PV),2022
12725,0.1,2.72,3.42,36.0,994.0,20.8,Professionally,Population 6 years or older,Total,Value,Overijssel (PV),2023
12727,0.08,3.08,3.68,28.0,1126.0,22.4,Professionally,Population 6 years or older,Total,Value,Flevoland (PV),2019
12728,0.07,1.63,2.05,26.0,597.0,12.5,Professionally,Population 6 years or older,Total,Value,Flevoland (PV),2020
12729,0.1,2.2,2.91,36.0,803.0,17.7,Professionally,Population 6 years or older,Total,Value,Flevoland (PV),2021
12731,0.07,1.99,2.33,24.0,727.0,14.2,Professionally,Population 6 years or older,Total,Value,Flevoland (PV),2023
12732,0.08,2.39,2.85,28.0,873.0,17.3,Professionally,Population 6 years or older,Total,Value,Gelderland (PV),2018
12733,0.13,4.41,5.12,48.0,1609.0,31.1,Professionally,Population 6 years or older,Total,Value,Gelderland (PV),2019
12734,0.08,2.24,2.72,30.0,821.0,16.6,Professionally,Population 6 years or older,Total,Value,Gelderland (PV),2020
12735,0.08,2.42,2.87,31.0,883.0,17.4,Professionally,Population 6 years or older,Total,Value,Gelderland (PV),2021
12736,0.08,2.0,2.45,30.0,729.0,14.9,Professionally,Population 6 years or older,Total,Value,Gelderland (PV),2022
12737,0.09,3.03,3.72,34.0,1108.0,22.6,Professionally,Population 6 years or older,Total,Value,Gelderland (PV),2023
12738,0.07,2.22,2.72,24.0,809.0,16.5,Professionally,Population 6 years or older,Total,Value,Utrecht (PV),2018
12739,0.12,4.25,4.74,43.0,1551.0,28.8,Professionally,Population 6 years or older,Total,Value,Utrecht (PV),2019
12740,0.07,2.15,2.54,27.0,788.0,15.5,Professionally,Population 6 years or older,Total,Value,Utrecht (PV),2020
12741,0.07,1.64,2.13,24.0,599.0,13.0,Professionally,Population 6 years or older,Total,Value,Utrecht (PV),2021
12742,0.08,2.17,2.76,29.0,791.0,16.8,Professionally,Population 6 years or older,Total,Value,Utrecht (PV),2022
12743,0.08,2.6,3.51,30.0,947.0,21.3,Professionally,Population 6 years or older,Total,Value,Utrecht (PV),2023
12744,0.07,2.11,2.66,25.0,769.0,16.2,Professionally,Population 6 years or older,Total,Value,Noord-Holland (PV),2018
12745,0.09,2.67,3.52,33.0,976.0,21.4,Professionally,Population 6 years or older,Total,Value,Noord-Holland (PV),2019
12746,0.06,1.25,1.82,22.0,457.0,11.1,Professionally,Population 6 years or older,Total,Value,Noord-Holland (PV),2020
12747,0.07,1.33,2.04,24.0,486.0,12.4,Professionally,Population 6 years or older,Total,Value,Noord-Holland (PV),2021
12748,0.07,1.72,2.34,26.0,629.0,14.2,Professionally,Population 6 years or older,Total,Value,Noord-Holland (PV),2022
12749,0.08,1.88,2.62,28.0,687.0,16.0,Professionally,Population 6 years or older,Total,Value,Noord-Holland (PV),2023
12750,0.06,1.81,2.46,23.0,660.0,15.0,Professionally,Population 6 years or older,Total,Value,Zuid-Holland (PV),2018
12751,0.11,3.05,4.1,40.0,1114.0,24.9,Professionally,Population 6 years or older,Total,Value,Zuid-Holland (PV),2019
12752,0.07,1.78,2.29,24.0,651.0,14.0,Professionally,Population 6 years or older,Total,Value,Zuid-Holland (PV),2020
12753,0.07,1.57,2.34,26.0,571.0,14.2,Professionally,Population 6 years or older,Total,Value,Zuid-Holland (PV),2021
12754,0.08,1.88,2.8,28.0,686.0,17.0,Professionally,Population 6 years or older,Total,Value,Zuid-Holland (PV),2022
12755,0.07,1.77,2.52,27.0,645.0,15.3,Professionally,Population 6 years or older,Total,Value,Zuid-Holland (PV),2023
12757,0.1,3.16,3.62,38.0,1154.0,22.0,Professionally,Population 6 years or older,Total,Value,Zeeland (PV),2019
12760,0.11,2.31,2.93,40.0,845.0,17.8,Professionally,Population 6 years or older,Total,Value,Zeeland (PV),2022
12762,0.07,2.56,2.86,27.0,936.0,17.4,Professionally,Population 6 years or older,Total,Value,Noord-Brabant (PV),2018
12763,0.11,2.93,3.59,39.0,1071.0,21.8,Professionally,Population 6 years or older,Total,Value,Noord-Brabant (PV),2019
12764,0.07,1.69,2.11,26.0,620.0,12.9,Professionally,Population 6 years or older,Total,Value,Noord-Brabant (PV),2020
12765,0.08,2.27,2.59,30.0,828.0,15.8,Professionally,Population 6 years or older,Total,Value,Noord-Brabant (PV),2021
12766,0.08,2.07,2.72,30.0,755.0,16.6,Professionally,Population 6 years or older,Total,Value,Noord-Brabant (PV),2022
12767,0.09,2.17,2.79,34.0,791.0,17.0,Professionally,Population 6 years or older,Total,Value,Noord-Brabant (PV),2023
12768,0.07,2.49,2.7,25.0,910.0,16.4,Professionally,Population 6 years or older,Total,Value,Limburg (PV),2018
12769,0.11,2.53,3.11,41.0,924.0,18.9,Professionally,Population 6 years or older,Total,Value,Limburg (PV),2019
12770,0.07,1.69,1.83,24.0,620.0,11.2,Professionally,Population 6 years or older,Total,Value,Limburg (PV),2020
12771,0.08,2.3,2.78,29.0,839.0,16.9,Professionally,Population 6 years or older,Total,Value,Limburg (PV),2021
12772,0.08,1.83,2.18,29.0,667.0,13.2,Professionally,Population 6 years or older,Total,Value,Limburg (PV),2022
12773,0.09,1.74,2.26,31.0,635.0,13.7,Professionally,Population 6 years or older,Total,Value,Limburg (PV),2023
12774,0.06,1.75,2.38,23.0,640.0,14.5,Professionally,Population 6 years or older,Total,Value,Extremely urbanised,2018
12775,0.09,2.57,3.57,34.0,937.0,21.7,Professionally,Population 6 years or older,Total,Value,Extremely urbanised,2019
12776,0.05,1.25,1.71,18.0,456.0,10.4,Professionally,Population 6 years or older,Total,Value,Extremely urbanised,2020
12777,0.06,1.16,1.87,20.0,423.0,11.4,Professionally,Population 6 years or older,Total,Value,Extremely urbanised,2021
12778,0.07,1.55,2.39,24.0,565.0,14.6,Professionally,Population 6 years or older,Total,Value,Extremely urbanised,2022
12779,0.07,1.64,2.44,26.0,599.0,14.8,Professionally,Population 6 years or older,Total,Value,Extremely urbanised,2023
12780,0.07,2.27,2.65,25.0,830.0,16.1,Professionally,Population 6 years or older,Total,Value,Strongly urbanised,2018
12781,0.1,3.14,3.74,37.0,1147.0,22.8,Professionally,Population 6 years or older,Total,Value,Strongly urbanised,2019
12782,0.07,1.73,2.19,24.0,632.0,13.3,Professionally,Population 6 years or older,Total,Value,Strongly urbanised,2020
12783,0.07,1.96,2.52,27.0,715.0,15.3,Professionally,Population 6 years or older,Total,Value,Strongly urbanised,2021
12784,0.08,2.23,2.86,31.0,813.0,17.4,Professionally,Population 6 years or older,Total,Value,Strongly urbanised,2022
12785,0.08,2.26,2.93,29.0,826.0,17.8,Professionally,Population 6 years or older,Total,Value,Strongly urbanised,2023
12786,0.06,1.99,2.44,23.0,726.0,14.8,Professionally,Population 6 years or older,Total,Value,Moderately urbanised,2018
12787,0.11,3.34,3.83,38.0,1219.0,23.3,Professionally,Population 6 years or older,Total,Value,Moderately urbanised,2019
12788,0.07,2.07,2.38,26.0,759.0,14.5,Professionally,Population 6 years or older,Total,Value,Moderately urbanised,2020
12789,0.09,2.17,2.63,32.0,791.0,16.0,Professionally,Population 6 years or older,Total,Value,Moderately urbanised,2021
12790,0.08,2.25,2.76,30.0,820.0,16.8,Professionally,Population 6 years or older,Total,Value,Moderately urbanised,2022
12791,0.09,2.46,3.1,31.0,897.0,18.8,Professionally,Population 6 years or older,Total,Value,Moderately urbanised,2023
12792,0.08,2.59,2.9,28.0,947.0,17.6,Professionally,Population 6 years or older,Total,Value,Hardly urbanised,2018
12793,0.12,3.9,4.61,45.0,1423.0,28.0,Professionally,Population 6 years or older,Total,Value,Hardly urbanised,2019
12794,0.09,2.16,2.83,34.0,792.0,17.3,Professionally,Population 6 years or older,Total,Value,Hardly urbanised,2020
12795,0.09,2.32,2.89,32.0,848.0,17.6,Professionally,Population 6 years or older,Total,Value,Hardly urbanised,2021
12796,0.09,2.19,2.72,33.0,799.0,16.5,Professionally,Population 6 years or older,Total,Value,Hardly urbanised,2022
12797,0.09,2.45,2.97,34.0,895.0,18.1,Professionally,Population 6 years or older,Total,Value,Hardly urbanised,2023
12798,0.08,2.57,2.86,29.0,937.0,17.4,Professionally,Population 6 years or older,Total,Value,Not urbanised,2018
12799,0.13,4.12,4.73,48.0,1504.0,28.8,Professionally,Population 6 years or older,Total,Value,Not urbanised,2019
12800,0.11,2.99,3.35,39.0,1096.0,20.4,Professionally,Population 6 years or older,Total,Value,Not urbanised,2020
12801,0.1,2.89,3.31,36.0,1053.0,20.1,Professionally,Population 6 years or older,Total,Value,Not urbanised,2021
12802,0.1,2.71,3.17,37.0,988.0,19.3,Professionally,Population 6 years or older,Total,Value,Not urbanised,2022
12803,0.13,3.38,4.13,46.0,1235.0,25.1,Professionally,Population 6 years or older,Total,Value,Not urbanised,2023
13068,0.04,1.4,1.47,14.0,510.0,8.9,Professionally,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2018
13069,0.06,2.15,2.32,21.0,786.0,14.1,Professionally,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2019
13070,0.04,1.17,1.3,14.0,429.0,7.9,Professionally,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2020
13071,0.04,1.18,1.33,15.0,430.0,8.1,Professionally,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2021
13072,0.04,1.28,1.47,15.0,467.0,9.0,Professionally,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2022
13073,0.05,1.48,1.67,17.0,539.0,10.1,Professionally,Population 6 years or older,Passenger car (driver),Value,The Netherlands,2023
13074,0.03,1.35,1.3,13.0,493.0,7.9,Professionally,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2018
13075,0.05,2.08,2.0,19.0,758.0,12.2,Professionally,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2019
13076,0.05,1.5,1.48,17.0,547.0,9.0,Professionally,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2020
13077,0.04,1.1,1.16,14.0,401.0,7.0,Professionally,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2021
13078,0.04,1.66,1.72,16.0,606.0,10.5,Professionally,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2022
13079,0.05,1.82,1.8,19.0,665.0,11.0,Professionally,Population 6 years or older,Passenger car (driver),Value,Noord-Nederland (LD),2023
13080,0.04,1.45,1.51,14.0,528.0,9.2,Professionally,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2018
13081,0.07,2.67,2.75,25.0,976.0,16.7,Professionally,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2019
13082,0.04,1.4,1.58,16.0,512.0,9.6,Professionally,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2020
13083,0.05,1.33,1.47,17.0,485.0,8.9,Professionally,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2021
13084,0.05,1.44,1.58,17.0,526.0,9.6,Professionally,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2022
13085,0.05,1.77,1.97,18.0,646.0,12.0,Professionally,Population 6 years or older,Passenger car (driver),Value,Oost-Nederland (LD),2023
13086,0.04,1.36,1.49,13.0,497.0,9.1,Professionally,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2018
13087,0.05,2.05,2.25,20.0,749.0,13.7,Professionally,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2019
13088,0.03,1.04,1.2,13.0,381.0,7.3,Professionally,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2020
13089,0.03,0.95,1.14,12.0,346.0,7.0,Professionally,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2021
13090,0.04,1.13,1.39,14.0,413.0,8.4,Professionally,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2022
13091,0.04,1.29,1.49,15.0,471.0,9.0,Professionally,Population 6 years or older,Passenger car (driver),Value,West-Nederland (LD),2023
13092,0.04,1.45,1.48,15.0,531.0,9.0,Professionally,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2018
13093,0.06,1.9,2.18,24.0,693.0,13.3,Professionally,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2019
13094,0.04,1.09,1.18,14.0,401.0,7.2,Professionally,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2020
13095,0.05,1.59,1.67,18.0,579.0,10.2,Professionally,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2021
13096,0.05,1.27,1.44,17.0,465.0,8.8,Professionally,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2022
13097,0.06,1.45,1.71,21.0,529.0,10.4,Professionally,Population 6 years or older,Passenger car (driver),Value,Zuid-Nederland (LD),2023
